ქალაქი,ID ქალაქი,სკოლა,ID სკოლა,სკოლის ფიქსირებული ID
აბაშა,5,1,1,1271
აბაშა,5,2,2,1258
აბაშა,5,განათლების კარი,3,1268
აბაშა,5,გეზათის,4,1265
აბაშა,5,ეწერის,5,1264
აბაშა,5,ზანათის,6,1273
აბაშა,5,კეთილარის,7,1252
აბაშა,5,კვათანის,8,1260
აბაშა,5,მაიდნის,9,1254
აბაშა,5,მარნის,17,1261
აბაშა,5,მაცხოვრისკარის,10,1600
აბაშა,5,ნაესაკოვოს,18,1259
აბაშა,5,ნოღოხაშის,19,1270
აბაშა,5,ონტოფოს,20,1262
აბაშა,5,პირველი მაისის,11,1272
აბაშა,5,საგვაზავოს,21,1266
აბაშა,5,სამიქაოს,22,1253
აბაშა,5,სეფიეთის,12,1256
აბაშა,5,სუჯუნის,13,1267
აბაშა,5,ტყვირის,23,1255
აბაშა,5,ქოლობნის,14,1263
აბაშა,5,ძველი აბაშის,15,1257
აბაშა,5,წყემის,16,1251
ადიგენი,6,2,24,3002
ადიგენი,6,აბასთუმნის,25,1840
ადიგენი,6,არალის,26,1842
ადიგენი,6,არლის,27,1842
ადიგენი,6,ბენარის,28,1843
ადიგენი,6,გომაროს,29,1845
ადიგენი,6,დაბა აბასთუმნის,30,1840
ადიგენი,6,დაბა ადიგენის,31,1846
ადიგენი,6,დიდი სმადის,32,1848
ადიგენი,6,ვარხანის,33,1849
ადიგენი,6,ზანავის,34,1850
ადიგენი,6,იმერთუბნის,35,3004
ადიგენი,6,კახარეთის,36,1852
ადიგენი,6,ლელოვნის,37,1853
ადიგენი,6,მოხის,38,1855
ადიგენი,6,სმადის,39,1848
ადიგენი,6,უდის 1,40,1856
ადიგენი,6,უდის 2,41,1857
ადიგენი,6,ღორძის,42,3007
ადიგენი,6,წახანის,43,1861
ადიგენი,6,ხევაშენის,44,1864
ადიგენი,6,ჯახარეთის,45,
ამბროლაური,7,2,46,1867
ამბროლაური,7,ბუგეულის,47,1869
ამბროლაური,7,მეორე ტოლის,48,3008
ამბროლაური,7,ჭრებალოს,49,1884
ასპინძა,8,1,50,1890
ასპინძა,8,დაბა ასპინძის,51,1890
ასპინძა,8,ზველის,52,1892
ასპინძა,8,იდუმალის,53,1893
ასპინძა,8,ივერიის,54,1894
ასპინძა,8,მირაშხანის,55,1895
ასპინძა,8,ნაქალაქევის,56,1896
ასპინძა,8,ოთის,57,1898
ასპინძა,8,ორგორის,58,1899
ასპინძა,8,ოშორის,59,1900
ასპინძა,8,რუსთავის,60,1901
ასპინძა,8,საროს,61,1902
ასპინძა,8,სოფელ რუსთავის,62,1901
ასპინძა,8,ტოლოშის,63,1903
ასპინძა,8,ჭობარეთის,64,1904
ასპინძა,8,ხერთვისის,65,1905
ასპინძა,8,ხიზაბავრის,66,1906
ახალქალაქი,9,2,67,1908
ახალქალაქი,9,3,68,1909
ახალქალაქი,9,4,69,1910
ახალქალაქი,9,გოგაშენის,70,1929
ახალქალაქი,9,ილია ჭავჭავაძის,71,1909
ახალქალაქი,9,ოკამის 1,72,1956
ახალქალაქი,9,საჯარო,73,3010
ახალქალაქი,9,ხულგუმოს,74,1971
ახალციხე,10,1,75,446
ახალციხე,10,2,76,449
ახალციხე,10,3,77,455
ახალციხე,10,4,78,442
ახალციხე,10,5,79,440
ახალციხე,10,6,80,435
ახალციხე,10,ანდრია პირველწოდებულის,81,430
ახალციხე,10,ანდრიაწმინდის,82,430
ახალციხე,10,ანის,83,441
ახალციხე,10,არლის,84,3011
ახალციხე,10,ასპინძის,85,1890
ახალციხე,10,აწყურის,86,454
ახალციხე,10,ბენარის,87,1843
ახალციხე,10,გურკელის,88,429
ახალციხე,10,დიდი პამაჯის,89,420
ახალციხე,10,დიდი ჰამაჯის,90,420
ახალციხე,10,ვალეს 1,91,452
ახალციხე,10,ვალეს 2,92,427
ახალციხე,10,ვალეს 3,93,447
ახალციხე,10,ვარხანის,94,3012
ახალციხე,10,ზარზმის,95,1851
ახალციხე,10,ზიკილიის,96,428
ახალციხე,10,თისელის,97,451
ახალციხე,10,კლდის,98,444
ახალციხე,10,ლელოვნის,99,1853
ახალციხე,10,მზექა,100,3014
ახალციხე,10,მინაძის,101,439
ახალციხე,10,მუსხის,102,443
ახალციხე,10,საყუნეთის,103,453
ახალციხე,10,სვირის,104,3015
ახალციხე,10,სხვილისის,105,448
ახალციხე,10,ურავლის,106,426
ახალციხე,10,ურვალის,107,432
ახალციხე,10,ფერსის,108,432
ახალციხე,10,ღრელის,109,421
ახალციხე,10,წინუბნის,110,422
ახალციხე,10,წნისის,111,425
ახალციხე,10,წყალთბილის,112,434
ახალციხე,10,ჭვინთის,113,423
ახალციხე,10,ჭობისხევის,114,3016
ახალციხე,10,ხეოთის,115,433
ახალციხე,10,ხერხემის,116,742
ახმეტა,11,1,117,1973
ახმეტა,11,2,118,1974
ახმეტა,11,3,119,1975
ახმეტა,11,არგოხის საბაზო,120,3018
ახმეტა,11,აწყურის,121,1976
ახმეტა,11,დუისის,122,1978
ახმეტა,11,ზემო ალვნის 1,123,1980
ახმეტა,11,ზემო ალვნის 2,124,1981
ახმეტა,11,მატნის,125,1983
ახმეტა,11,მატნის 2,126,1984
ახმეტა,11,მაღრაანის,127,1985
ახმეტა,11,ნადუქნარის,128,1986
ახმეტა,11,ოჟიოს,129,1988
ახმეტა,11,საკობიანოს,130,1990
ახმეტა,11,ქვემო ალვანის,131,1991
ახმეტა,11,ქისტაურის,132,1992
ახმეტა,11,ყვარელწყლის,133,1993
ახმეტა,11,ხორხელის,134,1994
ბათუმი,3,1,135,1830
ბათუმი,3,10,144,258
ბათუმი,3,11,145,274
ბათუმი,3,13,146,267
ბათუმი,3,14,147,264
ბათუმი,3,15,148,259
ბათუმი,3,16,149,261
ბათუმი,3,17,150,268
ბათუმი,3,18,151,257
ბათუმი,3,2,136,1831
ბათუმი,3,20,152,269
ბათუმი,3,21,153,3021
ბათუმი,3,21 საუკუნე,163,650
ბათუმი,3,22,154,256
ბათუმი,3,23,155,277
ბათუმი,3,25,156,260
ბათუმი,3,26,157,275
ბათუმი,3,27,158,278
ბათუმი,3,28,159,279
ბათუმი,3,29,160,276
ბათუმი,3,3,137,1832
ბათუმი,3,30,161,254
ბათუმი,3,31,162,270
ბათუმი,3,4,138,272
ბათუმი,3,5,139,263
ბათუმი,3,6,140,265
ბათუმი,3,7,141,266
ბათუმი,3,8,142,255
ბათუმი,3,9,143,273
ბათუმი,3,აიენტი,164,3023
ბათუმი,3,ანდრია პირველწოდებულის,165,658
ბათუმი,3,არილი,166,664
ბათუმი,3,ასლან შაინიძის,167,3024
ბათუმი,3,აჭარისწყლის,168,2577
ბათუმი,3,ახალ ლიის საჯარო,169,
ბათუმი,3,ახალსოფლის,170,2578
ბათუმი,3,ახალშენის 1,171,2579
ბათუმი,3,ახალშენის 2,172,2580
ბათუმი,3,ახოს,173,2594
ბათუმი,3,ბავშვთა სახლი,174,
ბათუმი,3,ბენზეს,175,
ბათუმი,3,განათლება,176,657
ბათუმი,3,განთიადის,177,3028
ბათუმი,3,გიმნაზია,178,661
ბათუმი,3,გორდა,179,663
ბათუმი,3,გრიგოლ ხანძთელის,180,2467
ბათუმი,3,დაბა შუახევის,181,4163
ბათუმი,3,დავით აღმაშენებლის გიმნაზია,182,
ბათუმი,3,ევრო 2000,183,660
ბათუმი,3,ერგეს,184,2583
ბათუმი,3,ზედა აჭყვას,185,1321
ბათუმი,3,ზედა ახალშენის,186,2585
ბათუმი,3,ზედა განთიადის,187,2584
ბათუმი,3,ზედა თხილნარის,188,2586
ბათუმი,3,ზედა კირნათის,189,2591
ბათუმი,3,ზედა ჩხუტუნეთის,190,2605
ბათუმი,3,ზემო ახალშენის,191,2585
ბათუმი,3,ზემო წინსვლის,192,2587
ბათუმი,3,თაობა 21,193,651
ბათუმი,3,თხილნარის 1,194,2588
ბათუმი,3,იბერია,195,661
ბათუმი,3,იმედი,196,657
ბათუმი,3,იუჯი,197,1578
ბათუმი,3,კავკასიის ბიზნეს სკოლა,198,665
ბათუმი,3,კირნათის,199,2591
ბათუმი,3,ლიცეუმი,200,654
ბათუმი,3,მარადიდის,201,2592
ბათუმი,3,მასტერკლასი,202,654
ბათუმი,3,მატათა მოციქულის,203,2598
ბათუმი,3,მახინჯაურის,204,2593
ბათუმი,3,მეგა,205,2660
ბათუმი,3,მედიანა 2011,206,1579
ბათუმი,3,მერაბ ჭელიძის,207,2629
ბათუმი,3,მერისის,208,2422
ბათუმი,3,მომავლის,209,667
ბათუმი,3,მონპარნასი,210,3035
ბათუმი,3,ნერგები,211,656
ბათუმი,3,ნიგაზეულის,212,3036
ბათუმი,3,ნიკე,213,1339
ბათუმი,3,ორთაბათუმის,214,3037
ბათუმი,3,პანსიონი,215,
ბათუმი,3,პბს,216,
ბათუმი,3,სალიბაურის 1,217,2595
ბათუმი,3,სალიბაურის 2,218,2596
ბათუმი,3,სარფის საჯარო,219,2597
ბათუმი,3,სასულიერო,220,3040
ბათუმი,3,ტბელ აბუსერიძის,221,2610
ბათუმი,3,ტუნაძეების,222,2645
ბათუმი,3,ფერიის,223,2598
ბათუმი,3,ფიზიკა-მათემატიკური,224,
ბათუმი,3,ფრანგული სკოლა,225,655
ბათუმი,3,ქართულ-ამერიკული,226,
ბათუმი,3,ქედქედის,227,2599
ბათუმი,3,ქვედა ახალშენის,228,2600
ბათუმი,3,ქვედა მახოს საჯარო,229,2601
ბათუმი,3,ქვემო ახალშენის,230,2600
ბათუმი,3,ყოროლისთავის,231,2602
ბათუმი,3,შაჰინის,232,659
ბათუმი,3,ჩაისუბნის,233,2603
ბათუმი,3,ჩაისუბნის 2,234,1063
ბათუმი,3,ჩხუტუნეთის,235,2605
ბათუმი,3,ცინარეთის,236,2502
ბათუმი,3,წაბლანის,237,2658
ბათუმი,3,წინსვლის,238,2606
ბათუმი,3,წონიარისის,239,
ბათუმი,3,წყაროთის,240,3043
ბათუმი,3,ჭარნალის,241,2607
ბათუმი,3,ჭარნალის 1,242,2607
ბათუმი,3,ჭარნალის 2,243,2607
ბათუმი,3,ხიჭაურის,244,2467
ბათუმი,3,ხულოს,245,3044
ბაღდათი,13,1,246,1366
ბაღდათი,13,2,247,1367
ბაღდათი,13,გეწაძის,248,1382
ბაღდათი,13,დიმის,249,1381
ბაღდათი,13,დიმის 1,250,1379
ბაღდათი,13,დიმის 2,251,1380
ბაღდათი,13,ვარციხის,252,1370
ბაღდათი,13,ზეგნის 1,253,1374
ბაღდათი,13,ზეგნის 2,254,1375
ბაღდათი,13,კვირიკაშვილის,255,1384
ბაღდათი,13,მაიაკოვსკის,256,3046
ბაღდათი,13,მაიაკოვსკის 2,257,3047
ბაღდათი,13,მეორე ობჩის,258,1383
ბაღდათი,13,ნერგეეთის,259,1371
ბაღდათი,13,ობჩის,260,3049
ბაღდათი,13,პირველი ობჩის,261,1382
ბაღდათი,13,როკითის,262,1372
ბაღდათი,13,როხის,263,1378
ბაღდათი,13,საკრაულის,264,1377
ბაღდათი,13,ფერსათის 1,265,1368
ბაღდათი,13,ფერსათის 2,266,1369
ბაღდათი,13,ფოცხვერაშვილის,267,1384
ბაღდათი,13,წითელხევის 1,268,1384
ბაღდათი,13,წითელხევის 2,269,3051
ბაღდათი,13,წყალთაშუის,270,1373
ბაღდათი,13,ხანის,271,1376
ბოლნისი,14,1,272,1999
ბოლნისი,14,2,273,2000
ბოლნისი,14,3,274,2001
ბოლნისი,14,5,275,2002
ბოლნისი,14,გეტას,276,2005
ბოლნისი,14,დაბა კაზრეთის,277,2006
ბოლნისი,14,დაბა კაზრეთის 1,278,2006
ბოლნისი,14,დაბა კაზრეთის 2,279,2007
ბოლნისი,14,დავითიანი,280,1997
ბოლნისი,14,დისველის,281,2009
ბოლნისი,14,თამარისის,282,2010
ბოლნისი,14,იოანე ბოლნელის,283,1998
ბოლნისი,14,კაზრეთის 1,284,2006
ბოლნისი,14,კაზრეთის 2,285,2007
ბოლნისი,14,ნორიოს,286,825
ბოლნისი,14,რატევნის,287,2014
ბოლნისი,14,საჯარო,288,
ბოლნისი,14,ტანძიის,289,2019
ბოლნისი,14,წმინდა იოანე ბოლნელის,290,1998
ბორჯომი,15,1,291,2033
ბორჯომი,15,3,292,2034
ბორჯომი,15,6,293,2036
ბორჯომი,15,ახალდაბის,294,2038
ბორჯომი,15,კორტანეთის,295,2042
ბორჯომი,15,მოლითის,296,2044
ბორჯომი,15,ქვაბისხევის,297,2048
ბორჯომი,15,ჭობისხევის,298,2052
ბორჯომი,15,ჯავახიშვილის,299,2032
გარდაბანი,16,1,300,856
გარდაბანი,16,2,301,3052
გარდაბანი,16,3,302,847
გარდაბანი,16,4,303,845
გარდაბანი,16,5,304,3053
გარდაბანი,16,6,305,855
გარდაბანი,16,7,306,3054
გარდაბანი,16,აქთაქლის,307,844
გარდაბანი,16,ახალი სამგორის,308,834
გარდაბანი,16,ახალსოფლის,309,853
გარდაბანი,16,გამარჯვების,310,838
გარდაბანი,16,გარდაბნის,311,3055
გარდაბანი,16,დაბა კაზრეთის 1,312,3057
გარდაბანი,16,ვაზიანის,313,841
გარდაბანი,16,ვაზიანის 1,314,841
გარდაბანი,16,ვაზიანის 2,315,848
გარდაბანი,16,ვახტანგისის 1,316,837
გარდაბანი,16,ვახტანგისის 2,317,826
გარდაბანი,16,ზემო თელეთის,318,852
გარდაბანი,16,ზურაბ ბეგიაშვილის,319,842
გარდაბანი,16,თელეთის,320,852
გარდაბანი,16,კალინინოს,321,854
გარდაბანი,16,კარათაკლიის,322,840
გარდაბანი,16,კრწანისის,323,828
გარდაბანი,16,კუმისის,324,842
გარდაბანი,16,კურდღელაურის,325,500
გარდაბანი,16,ლემშვენიერას,326,832
გარდაბანი,16,მარტყოფის 1,327,835
გარდაბანი,16,მარტყოფის 2,328,850
გარდაბანი,16,მუღანლოს,329,857
გარდაბანი,16,მუხროვანის,330,829
გარდაბანი,16,ნაზარლოს,331,831
გარდაბანი,16,ნორიოს,332,825
გარდაბანი,16,სართიჭალის 1,333,830
გარდაბანი,16,სართიჭალის 2,334,849
გარდაბანი,16,სართიჭალის 3,335,843
გარდაბანი,16,საცხენისის,336,839
გარდაბანი,16,საჯარო,337,3060
გარდაბანი,16,ფოლადაანთკარის,338,858
გარდაბანი,16,ფოლადაანთკარის 1,339,858
გარდაბანი,16,ფოლადაანთკარის 7,340,858
გარდაბანი,16,ქესალოს,341,833
გარდაბანი,16,ქვემო კაპანახჩის,342,836
გარდაბანი,16,ყარათაკლიას,343,840
გარდაბანი,16,ყარაჯალარის,344,846
გარდაბანი,16,ჩაღლარი,345,
გარდაბანი,16,ჯანდარას,346,827
გორი,17,1,347,381
გორი,17,10,355,345
გორი,17,11,356,365
გორი,17,12,357,403
გორი,17,2,348,364
გორი,17,3,438,363
გორი,17,4,349,351
გორი,17,5,350,400
გორი,17,6,351,382
გორი,17,7,352,391
გორი,17,8,353,372
გორი,17,9,354,388
გორი,17,ამერიკის უნივერისტეტის,358,2664
გორი,17,ანდრია პირველწოდებულის,359,
გორი,17,არაშენდის,360,402
გორი,17,არბოს,361,375
გორი,17,ატენის,362,378
გორი,17,აძვის,363,390
გორი,17,ახალდაბის,364,397
გორი,17,ახალუბნის,365,
გორი,17,ახალციხის,366,354
გორი,17,ახრისის,367,357
გორი,17,ბერბუკის,368,346
გორი,17,ბერშუეთის,369,407
გორი,17,ბნავირის,370,367
გორი,17,ბოშურის,371,3061
გორი,17,გარეჯვრის,372,361
გორი,17,გიმნაზია,373,734
გორი,17,გიორგი მთაწმინდელის,374,734
გორი,17,დიცის,375,405
გორი,17,ეისი,376,2663
გორი,17,ერგნეთის,377,389
გორი,17,ერგნეთ-მამისაანთუბნის,378,389
გორი,17,ვარიანის,379,395
გორი,17,ზემო ნიქოზის,380,401
გორი,17,ზემო ხანდაკის,381,1491
გორი,17,ზემო ხვითის,382,356
გორი,17,ზერტის,383,385
გორი,17,ზეღდულეთის,384,3062
გორი,17,თეთრუაშვილის გიმნაზია,385,736
გორი,17,თორტიზის,386,406
გორი,17,კარალეთის,387,3063
გორი,17,კარალეთის 1,388,383
გორი,17,კარალეთის 2,389,348
გორი,17,კარბის,390,398
გორი,17,კვარხეთის,391,
გორი,17,კირბალის,392,369
გორი,17,ლიცეუმი,393,735
გორი,17,მამისაანთუბნის,394,
გორი,17,მერეთის,395,350
გორი,17,მეღვრეკისის,396,358
გორი,17,მეჯვრისხევის,397,374
გორი,17,ნიქოზის,398,352
გორი,17,ოთარშენის,399,3064
გორი,17,ორაშენის,400,
გორი,17,ორთაშენის,401,
გორი,17,პატარა გარეჯვრის,402,361
გორი,17,პატარა მეჯვრისხევის,403,374
გორი,17,რეხის,404,370
გორი,17,სათემოს,405,393
გორი,17,სამთავისის,406,1500
გორი,17,სასულიერო,407,734
გორი,17,საუნჯე,408,
გორი,17,სვენეთის,409,384
გორი,17,სკრის,410,362
გორი,17,სობისის,411,359
გორი,17,ტინისხიდის,412,394
გორი,17,ტირძნისის,413,387
გორი,17,ტყვიავის,414,379
გორი,17,უფლისციხის,415,355
გორი,17,ფლავის,439,366
გორი,17,ფხვენისის,416,373
გორი,17,ქერეს,417,396
გორი,17,ქვახვრელის,418,349
გორი,17,ქვემო არცევის საჯარო,419,
გორი,17,ქვემო ნიქოზის,420,352
გორი,17,ქვემო სობისის,421,359
გორი,17,ქვემო ხვითის,422,376
გორი,17,ქვეშის,423,360
გორი,17,ქიწნისის,424,392
გორი,17,ღირსი მამა გიორგი მთამინდელის,425,734
გორი,17,ყელქცეულას,426,380
გორი,17,შავშვების,427,371
გორი,17,შიდა ქართლის საერო,428,736
გორი,17,შინდისის,429,377
გორი,17,ძევერის,430,404
გორი,17,წითელუბნის,431,353
გორი,17,წმინდა გიორგის,432,735
გორი,17,წმინდა გიორგის საერო სკოლა,433,735
გორი,17,წმინდა გიორგის სახელობის სკოლა-ლიცეუმი,434,735
გორი,17,ხელთუბნის,435,347
გორი,17,ხვითის,436,376
გორი,17,ხიდისთავის,437,399
გურჯაანი,18,1,440,1043
გურჯაანი,18,2,441,1047
გურჯაანი,18,3,442,1037
გურჯაანი,18,4,443,1049
გურჯაანი,18,არაშენდის,444,1054
გურჯაანი,18,ახალსოფლის,445,853
გურჯაანი,18,ახალსოფლის 2,446,3066
გურჯაანი,18,ახალშენის,447,1044
გურჯაანი,18,ახაშნის,448,
გურჯაანი,18,ბაკურციხის,449,1042
გურჯაანი,18,გიმნაზია,450,3067
გურჯაანი,18,გურჯაანის,451,1038
გურჯაანი,18,ეტალონი,452,3068
გურჯაანი,18,ვაზისუბნის,453,1034
გურჯაანი,18,ვაჩნაძიანის,454,1053
გურჯაანი,18,ველისციხის,455,1041
გურჯაანი,18,ვეჯინის,456,1036
გურჯაანი,18,ზეგნის,457,3069
გურჯაანი,18,ზემო კაჭრეთის,458,1039
გურჯაანი,18,კალაურის,459,1032
გურჯაანი,18,კარდენახის,460,1055
გურჯაანი,18,კაჭრეთის,461,1056
გურჯაანი,18,კოლაგის,462,1051
გურჯაანი,18,ლაგოდეხის 1,463,1702
გურჯაანი,18,მელაანის,464,1040
გურჯაანი,18,მუკუზნის,465,1048
გურჯაანი,18,რკინიგზის,466,
გურჯაანი,18,სოფელ გურჯაანის,467,1038
გურჯაანი,18,შაშიანის,468,1052
გურჯაანი,18,ჩალაუბნის,469,1050
გურჯაანი,18,ჩუმლაყის,470,1046
გურჯაანი,18,წნორის,471,2374
გურჯაანი,18,წნორის 3,472,2375
გურჯაანი,18,ჭანდრის,473,1045
გურჯაანი,18,ჭიკაანის,474,2465
გურჯაანი,18,ჯიმითის,475,1035
დედოფლისწყარო,19,1,476,2056
დედოფლისწყარო,19,2,477,2057
დედოფლისწყარო,19,არბოშიკის,478,2058
დედოფლისწყარო,19,არხილოსკალოს,479,2059
დედოფლისწყარო,19,გამარჯვების,480,2060
დედოფლისწყარო,19,ვახტანგ გორგასლის,481,2055
დედოფლისწყარო,19,ზემო მაჩხაანის,482,2061
დედოფლისწყარო,19,ზემო ქედის 1,483,2062
დედოფლისწყარო,19,ზემო ქედის 2,484,2063
დედოფლისწყარო,19,სამრეკლოს,485,2067
დედოფლისწყარო,19,ქვემო ქედის,486,2069
დმანისი,20,1,487,2072
დმანისი,20,3,488,2074
დმანისი,20,განთიადის,489,2079
დმანისი,20,გომარეთის,490,2080
დმანისი,20,ექვთიმე თაყაიშვილის,491,
დუშეთი,21,1,492,1118
დუშეთი,21,147,494,
დუშეთი,21,2,493,1128
დუშეთი,21,აბანოსხევის,495,1132
დუშეთი,21,ანანურის,496,1146
დუშეთი,21,არაგვისპირის,497,1133
დუშეთი,21,არღუნის,498,1140
დუშეთი,21,ბაზალეთის,499,1147
დუშეთი,21,ბარისახოს,500,1148
დუშეთი,21,ბულაჩაურის,501,1126
დუშეთი,21,გრემისხევის,502,1144
დუშეთი,21,გრიგოლაანთკარის,503,1124
დუშეთი,21,გუდამაყრის,504,1142
დუშეთი,21,გუდრუხის,505,1113
დუშეთი,21,ლამოვნის,506,1137
დუშეთი,21,ლაფანაანთკარის,525,1116
დუშეთი,21,მაღაროსკარის,507,1143
დუშეთი,21,მისაქციელის,508,
დუშეთი,21,მლეთის,509,1111
დუშეთი,21,მჭადიჯვრის,510,1145
დუშეთი,21,ნავაზის,511,
დუშეთი,21,ოძისის,512,1138
დუშეთი,21,პავლეურის,513,1131
დუშეთი,21,ჟინვალის,514,
დუშეთი,21,ჟინვალის 2,515,
დუშეთი,21,საკრამულის,516,1135
დუშეთი,21,საშაბუროს,517,1121
დუშეთი,21,ფასანაურის,518,1130
დუშეთი,21,ქვეშეთის,519,1114
დუშეთი,21,შუახევის,520,1136
დუშეთი,21,ჩირიკის,521,1115
დუშეთი,21,წითლიანების,522,1141
დუშეთი,21,ჭართლის,523,1119
დუშეთი,21,ჭოპორტის,524,1125
ვანი,22,1,526,1385
ვანი,22,2,527,1386
ვანი,22,ამაღლების,528,1398
ვანი,22,ბზვანის,529,1397
ვანი,22,გიმნაზია,530,
ვანი,22,ვანის,531,
ვანი,22,ზედა ბზვანის,532,1410
ვანი,22,ზედა გორას,533,1412
ვანი,22,ზედა ვანის,534,1392
ვანი,22,ზეინდრის,535,1399
ვანი,22,ინაშაურის,536,1411
ვანი,22,ისრითის,537,1394
ვანი,22,კიროვის,538,3076
ვანი,22,მართლმადიდებლური,539,
ვანი,22,მექედის,540,3077
ვანი,22,მთისძირის,541,1387
ვანი,22,მიქელეფონის,542,1413
ვანი,22,მუქედის,543,1391
ვანი,22,რომანეთის,544,1414
ვანი,22,სალომინაოს,545,1405
ვანი,22,სალხინოს,546,1393
ვანი,22,საპრასიის,547,1403
ვანი,22,სულორის,548,1395
ვანი,22,ტობანიერის,549,1389
ვანი,22,უხუთის,550,1402
ვანი,22,ფერეთის,551,1404
ვანი,22,ქვედა გორას,552,1534
ვანი,22,ყუმურის,553,1390
ვანი,22,შუაგორის,554,1535
ვანი,22,შუამთის,555,1388
ვანი,22,ციხესულორის,556,1406
ვანი,22,ძულუხის,557,1396
ვანი,22,წმინდა ნინოს,558,1415
ზესტაფონი,23,1,559,704
ზესტაფონი,23,2,560,678
ზესტაფონი,23,3,561,685
ზესტაფონი,23,4,562,683
ზესტაფონი,23,5,563,693
ზესტაფონი,23,6,564,707
ზესტაფონი,23,7,565,688
ზესტაფონი,23,ალავერდის,566,677
ზესტაფონი,23,ალისუბნის,567,
ზესტაფონი,23,ანაბასისი,568,746
ზესტაფონი,23,არგვეთის,569,700
ზესტაფონი,23,ბორის,570,
ზესტაფონი,23,ბოსლევის,571,696
ზესტაფონი,23,დილიკაურის,572,701
ზესტაფონი,23,ვარძიის,573,3081
ზესტაფონი,23,ზედა საქარის,574,692
ზესტაფონი,23,ზოვრეთის,575,689
ზესტაფონი,23,თავისუფალი,576,747
ზესტაფონი,23,თუზის,577,
ზესტაფონი,23,ილემის,578,681
ზესტაფონი,23,კვალითის,579,706
ზესტაფონი,23,კლდეეთის,580,
ზესტაფონი,23,მეორე სვირის 1,581,694
ზესტაფონი,23,მეორე სვირის 2,582,708
ზესტაფონი,23,ორნათის საჯარო,583,
ზესტაფონი,23,ორნატი,584,2661
ზესტაფონი,23,პირველი სვირის,585,691
ზესტაფონი,23,რკვიის,586,679
ზესტაფონი,23,როდინაულის,587,690
ზესტაფონი,23,სადგურ სვირის,588,
ზესტაფონი,23,საზანოს,589,3082
ზესტაფონი,23,საზანოს 1,590,
ზესტაფონი,23,საზანოს 2,591,
ზესტაფონი,23,საზანოს 3,592,
ზესტაფონი,23,საქარის,593,
ზესტაფონი,23,სვირის 2,594,
ზესტაფონი,23,ტაბაკინის,595,703
ზესტაფონი,23,ფუთის,596,687
ზესტაფონი,23,ქვედა საზანოს 1,597,702
ზესტაფონი,23,ქვედა საზანოს 2,598,697
ზესტაფონი,23,ქვედა საზანოს 3,599,686
ზესტაფონი,23,ქვედა საქარის,600,695
ზესტაფონი,23,ქვემო საზანოს,601,
ზესტაფონი,23,ქვემო საქარის,602,
ზესტაფონი,23,ღორეშის,603,1356
ზესტაფონი,23,შორაპნის,604,698
ზესტაფონი,23,შროშის,605,680
ზესტაფონი,23,ცხენთაროს,606,709
ზესტაფონი,23,ცხრაწყაროს,607,682
ზესტაფონი,23,ძირულის,608,684
ზესტაფონი,23,წევის,609,705
ზესტაფონი,23,წყალაფორეთის,610,3083
ზესტაფონი,23,ხუნევის,611,
ზუგდიდი,4,1,612,204
ზუგდიდი,4,10,621,220
ზუგდიდი,4,11,622,239
ზუგდიდი,4,12,623,221
ზუგდიდი,4,14,624,
ზუგდიდი,4,2,613,207
ზუგდიდი,4,3,614,231
ზუგდიდი,4,4,615,253
ზუგდიდი,4,5,616,229
ზუგდიდი,4,6,617,248
ზუგდიდი,4,7,618,251
ზუგდიდი,4,8,619,205
ზუგდიდი,4,9,620,243
ზუგდიდი,4,აბასთუმნის,625,222
ზუგდიდი,4,ანაკლიის,626,213
ზუგდიდი,4,აფხაზეთის,627,3085
ზუგდიდი,4,აფხაზეთის 1,628,3086
ზუგდიდი,4,აფხაზეთის 11,629,3087
ზუგდიდი,4,აფხაზეთის 14,630,3089
ზუგდიდი,4,აფხაზეთის 15,631,3090
ზუგდიდი,4,ახალაბასთუმნის,632,223
ზუგდიდი,4,ახალკახათის,633,225
ზუგდიდი,4,ახალსოფლის,634,247
ზუგდიდი,4,განმუხურის,635,238
ზუგდიდი,4,გრიგოლიშის,636,250
ზუგდიდი,4,დარჩელის 1,637,245
ზუგდიდი,4,დარჩელის 2,638,211
ზუგდიდი,4,დიდინეძის,639,230
ზუგდიდი,4,დიხამინჯის 1,640,
ზუგდიდი,4,ერგეტის,641,226
ზუგდიდი,4,ეტალონი,642,1601
ზუგდიდი,4,ზედა ეწრის,643,212
ზუგდიდი,4,თაიას,644,3091
ზუგდიდი,4,ინგირის,645,3092
ზუგდიდი,4,ინგირის 1,646,237
ზუგდიდი,4,ინგირის 2,647,235
ზუგდიდი,4,კახათის 1,648,215
ზუგდიდი,4,კახათის 2,649,218
ზუგდიდი,4,კახათის წმინდა გიორგის,650,675
ზუგდიდი,4,კირცხის 1,651,3093
ზუგდიდი,4,კოკის,652,249
ზუგდიდი,4,კორცხელის,653,216
ზუგდიდი,4,ნარაზენის,654,224
ზუგდიდი,4,ოდიშის 1,655,240
ზუგდიდი,4,ოდიშის 2,656,232
ზუგდიდი,4,ონარიის,657,219
ზუგდიდი,4,ორსანტიის,658,241
ზუგდიდი,4,ორულუს,659,209
ზუგდიდი,4,ოქტომბრის,660,233
ზუგდიდი,4,პრინც მიურატის,661,676
ზუგდიდი,4,რიყის,662,203
ზუგდიდი,4,რუხის,663,228
ზუგდიდი,4,ტყაიის,664,217
